Data ItemWise Report for - Telangana,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
,9.1.6,Child immunisation - Pentavalent 1,TOTAL,1886,1886,,508,1378,2137,2137,,514,1623,2248,2248,,576,1672,2114,2114,,491,1623,2163,2163,,550,1613,2144,2144,,522,1622,2457,2457,,562,1895,2389,2389,,602,1787,2386,2386,,601,1785,2593,2593,,630,1963,2370,2370,,583,1787,2283,2283,,569,1714,27170,27170,,6708,20462
,9.1.7,Child immunisation - Pentavalent 2,TOTAL,1848,1848,,463,1385,1984,1984,,477,1507,2101,2101,,561,1540,1989,1989,,460,1529,1936,1936,,494,1442,1946,1946,,473,1473,2370,2370,,504,1866,2311,2311,,539,1772,2268,2268,,611,1657,2382,2382,,547,1835,2455,2455,,596,1859,2476,2476,,635,1841,26066,26066,,6360,19706
,9.1.8,Child immunisation - Pentavalent 3,TOTAL,1914,1914,,471,1443,2020,2020,,477,1543,2056,2056,,540,1516,2038,2038,,434,1604,2052,2052,,507,1545,1891,1891,,446,1445,2192,2192,,510,1682,2260,2260,,552,1708,2357,2357,,621,1736,2443,2443,,614,1829,2374,2374,,604,1770,2592,2592,,635,1957,26189,26189,,6411,19778
,9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,1862,1048,814,1517,345,2586,1633,953,1561,1025,2305,1397,908,1398,907,2127,1202,925,1123,1004,2743,1812,931,1632,1111,2349,1355,994,1476,873,2756,1643,1113,1822,934,2274,1314,960,1284,990,2102,1117,985,1193,909,2507,1532,975,1402,1105,2126,1322,804,1250,876,2328,1381,947,1376,952,28065,16756,11309,17034,11031
,9.1.10,Child immunisation - OPV1,TOTAL,1819,1819,,438,1381,2059,2059,,441,1618,2144,2144,,475,1669,2042,2042,,421,1621,1648,1648,,94,1554,1829,1829,,202,1627,2440,2440,,562,1878,2139,2139,,345,1794,2384,2384,,601,1783,2589,2589,,630,1959,2375,2375,,583,1792,2275,2275,,569,1706,25743,25743,,5361,20382
,9.1.11,Child immunisation - OPV2,TOTAL,1749,1749,,397,1352,1924,1924,,423,1501,1952,1952,,417,1535,1914,1914,,394,1520,1536,1536,,82,1454,1654,1654,,187,1467,2361,2361,,504,1857,2174,2174,,401,1773,2268,2268,,611,1657,2380,2380,,537,1843,2449,2449,,596,1853,2478,2478,,635,1843,24839,24839,,5184,19655
,9.1.12,Child immunisation - OPV3,TOTAL,1813,1813,,407,1406,1948,1948,,413,1535,1897,1897,,393,1504,1960,1960,,370,1590,1594,1594,,99,1495,1567,1567,,129,1438,2195,2195,,510,1685,2109,2109,,407,1702,2340,2340,,621,1719,2441,2441,,614,1827,2381,2381,,614,1767,2592,2592,,635,1957,24837,24837,,5212,19625
,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1556,742,814,1316,240,2319,1366,953,1476,843,2081,1173,908,1316,765,2035,1110,925,1136,899,2583,1652,931,1565,1018,2202,1208,994,1432,770,2432,1319,1113,1648,784,2088,1128,960,1260,828,1966,981,985,1114,852,2307,1332,975,1307,1000,1919,1115,804,1137,782,2189,1242,947,1345,844,25677,14368,11309,16052,9625
,9.1.14,Child immunisation - Hepatitis-B1,TOTAL,2,2,,0,2,54,54,,54,0,15,15,,0,15,14,14,,0,14,24,24,,0,24,14,14,,0,14,0,0,,0,0,49,49,,43,6,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,172,172,,97,75
,9.1.15,Child immunisation - Hepatitis-B2,TOTAL,0,0,,0,0,49,49,,49,0,16,16,,0,16,14,14,,0,14,23,23,,0,23,14,14,,0,14,0,0,,0,0,41,41,,41,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,157,157,,90,67
,9.1.16,Child immunisation - Hepatitis-B3,TOTAL,26,26,,0,26,57,57,,49,8,33,33,,0,33,16,16,,0,16,31,31,,0,31,12,12,,0,12,31,31,,0,31,57,57,,46,11,0,0,,0,0,0,0,,0,0,10,10,,0,10,0,0,,0,0,273,273,,95,178
,9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1374,1374,,345,1029,1840,1840,,471,1369,2077,2077,,599,1478,1989,1989,,548,1441,2045,2045,,514,1531,1616,1616,,312,1304,1926,1926,,400,1526,2295,2295,,608,1687,2448,2448,,601,1847,2509,2509,,630,1879,2165,2165,,583,1582,2393,2393,,620,1773,24677,24677,,6231,18446
,9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1318,1318,,331,987,1670,1670,,440,1230,1830,1830,,563,1267,1843,1843,,484,1359,1897,1897,,458,1439,1379,1379,,241,1138,1665,1665,,363,1302,2176,2176,,555,1621,2319,2319,,621,1698,2357,2357,,617,1740,2181,2181,,614,1567,2607,2607,,639,1968,23242,23242,,5926,17316
,9.1.19,Child immunisation - Rotavirus 1,TOTAL,3,3,,0,3,22,22,,0,22,0,0,,0,0,3,3,,0,3,18,18,,0,18,4,4,,0,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,50,50,,0,50
,9.1.20,Child immunisation - Rotavirus 2,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,4,4,,0,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,4,4,,0,4
,9.1.21,Child immunisation - Rotavirus 3,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,113,113,,99,14,298,298,,211,87,245,245,,162,83,100,100,,0,100,1549,1549,,82,1467,848,848,,151,697,1149,1149,,116,1033,2030,2030,,307,1723,2010,2010,,593,1417,2152,2152,,530,1622,2059,2059,,586,1473,2265,2265,,603,1662,14818,14818,,3440,11378
,9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,2025,2025,,506,1519,1933,1933,,402,1531,2219,2219,,328,1891,2207,2207,,482,1725,1070,1070,,43,1027,511,511,,189,322,1153,1153,,499,654,393,393,,216,177,216,216,,143,73,339,339,,260,79,103,103,,0,103,133,133,,0,133,12302,12302,,3068,9234
,9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,1950,1950,,456,1494,1953,1953,,501,1452,2239,2239,,490,1749,2205,2205,,482,1723,1108,1108,,43,1065,948,948,,138,810,2153,2153,,502,1651,2250,2250,,491,1759,1933,1933,,521,1412,2178,2178,,568,1610,2085,2085,,586,1499,2272,2272,,593,1679,23274,23274,,5371,17903
,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,1024,1024,,245,779,1006,1006,,223,783,1228,1228,,261,967,1109,1109,,237,872,602,602,,61,541,590,590,,110,480,1144,1144,,278,866,1133,1133,,248,885,1070,1070,,315,755,1176,1176,,318,858,1067,1067,,289,778,1204,1204,,316,888,12353,12353,,2901,9452
,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,938,938,,253,685,996,996,,225,771,1097,1097,,229,868,1014,1014,,225,789,561,561,,63,498,529,529,,107,422,1084,1084,,273,811,1067,1067,,243,824,958,958,,282,676,1045,1045,,266,779,1041,1041,,297,744,1124,1124,,287,837,11454,11454,,2750,8704
,9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,12,12,,0,12,11,11,,2,9,0,0,,0,0,3,3,,0,3,175,175,,82,93,96,96,,42,54,63,63,,36,27,34,34,,0,34,51,51,,21,30,94,94,,85,9,53,53,,23,30,55,55,,28,27,647,647,,319,328
,9.3.2,Child immunisation - Measles-1st dose,TOTAL,523,523,,70,453,543,543,,173,370,470,470,,129,341,291,291,,97,194,111,111,,0,111,31,31,,0,31,80,80,,18,62,80,80,,54,26,77,77,,71,6,128,128,,128,0,16,16,,0,16,11,11,,0,11,2361,2361,,740,1621
,9.3.3,Child immunisation - JE 1st dose,TOTAL,525,525,,75,450,609,609,,228,381,483,483,,134,349,294,294,,102,192,60,60,,0,60,96,96,,0,96,122,122,,18,104,95,95,,59,36,43,43,,21,22,83,83,,80,3,55,55,,23,32,54,54,,28,26,2519,2519,,768,1751
,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,63,63,,60,3,188,188,,177,11,292,292,,216,76,102,102,,0,102,168,168,,76,92,382,382,,102,280,448,448,,39,409,1585,1585,,220,1365,1881,1881,,520,1361,2012,2012,,384,1628,2104,2104,,586,1518,2302,2302,,608,1694,11527,11527,,2988,8539
,9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,1701,1701,,328,1373,1751,1751,,339,1412,2010,2010,,342,1668,1817,1817,,337,1480,926,926,,41,885,658,658,,210,448,1136,1136,,192,944,438,438,,195,243,202,202,,146,56,335,335,,334,1,20,20,,0,20,45,45,,0,45,11039,11039,,2464,8575
,9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1960,1960,,408,1552,2023,2023,,516,1507,2209,2209,,509,1700,1974,1974,,378,1596,1129,1129,,41,1088,919,919,,172,747,1903,1903,,327,1576,2003,2003,,389,1614,2006,2006,,581,1425,2275,2275,,598,1677,2181,2181,,586,1595,2383,2383,,608,1775,22965,22965,,5113,17852
,9.4.4,Child immunisation - OPV Booster,TOTAL,1936,1936,,394,1542,2016,2016,,516,1500,2150,2150,,451,1699,1935,1935,,442,1493,1127,1127,,41,1086,940,940,,172,768,1954,1954,,384,1570,2084,2084,,453,1631,1937,1937,,520,1417,2232,2232,,555,1677,2180,2180,,586,1594,2408,2408,,608,1800,22899,22899,,5122,17777
,9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,258,258,,198,60,84,84,,36,48,17,17,,0,17,131,131,,0,131,34,34,,0,34,121,121,,44,77,265,265,,249,16,47,47,,0,47,0,0,,0,0,10,10,,0,10,10,10,,0,10,11,11,,0,11,988,988,,527,461
,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,1606,1606,,183,1423,1716,1716,,388,1328,1895,1895,,399,1496,1674,1674,,244,1430,1054,1054,,41,1013,783,783,,128,655,1824,1824,,384,1440,1797,1797,,310,1487,1785,1785,,394,1391,2034,2034,,433,1601,2094,2094,,586,1508,2321,2321,,552,1769,20583,20583,,4042,16541
,9.5.1,Child immunisation - Typhoid,TOTAL,60,60,,36,24,70,70,,36,34,51,51,,36,15,44,44,,36,8,0,0,,0,0,4,4,,0,4,15,15,,0,15,61,61,,36,25,122,122,,94,28,63,63,,51,12,7,7,,0,7,0,0,,0,0,497,497,,325,172
,9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,1222,1222,,327,895,1280,1280,,352,928,1282,1282,,317,965,1099,1099,,299,800,629,629,,32,597,623,623,,94,529,1182,1182,,337,845,2298,2298,,253,2045,1863,1863,,368,1495,2047,2047,,354,1693,1965,1965,,415,1550,1576,1576,,375,1201,17066,17066,,3523,13543
,9.5.3,Children more than 10 years received TT10,TOTAL,754,754,,258,496,813,813,,261,552,793,793,,218,575,746,746,,257,489,373,373,,11,362,454,454,,65,389,783,783,,249,534,2123,2123,,183,1940,1338,1338,,264,1074,1744,1744,,305,1439,1723,1723,,283,1440,1327,1327,,257,1070,12971,12971,,2611,10360
,9.5.4,Children more than 16 years received TT16,TOTAL,559,559,,174,385,615,615,,179,436,629,629,,136,493,630,630,,192,438,376,376,,8,368,369,369,,39,330,633,633,,200,433,1989,1989,,127,1862,1477,1477,,216,1261,1724,1724,,295,1429,1726,1726,,266,1460,1122,1122,,235,887,11849,11849,,2067,9782
,9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.7.1,Immunisation sessions planned,TOTAL,1396,1396,,223,1173,1478,1478,,254,1224,1452,1452,,255,1197,1401,1401,,253,1148,1382,1382,,248,1134,1272,1272,,210,1062,1400,1400,,216,1184,1492,1492,,261,1231,1374,1374,,242,1132,1504,1504,,229,1275,1433,1433,,239,1194,1429,1429,,243,1186,17013,17013,,2873,14140
,9.7.2,Immunisation sessions held,TOTAL,1380,1380,,216,1164,1469,1469,,254,1215,1452,1452,,255,1197,1398,1398,,253,1145,1358,1358,,232,1126,1264,1264,,210,1054,1398,1398,,216,1182,1491,1491,,261,1230,1367,1367,,242,1125,1494,1494,,229,1265,1429,1429,,239,1190,1430,1430,,243,1187,16930,16930,,2850,14080
,9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,1204,1204,,151,1053,1263,1263,,160,1103,1277,1277,,182,1095,1245,1245,,178,1067,1214,1214,,167,1047,1127,1127,,159,968,1230,1230,,130,1100,1368,1368,,188,1180,1213,1213,,186,1027,1323,1323,,173,1150,1245,1245,,173,1072,1228,1228,,164,1064,14937,14937,,2011,12926
,9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,1893,1893,,408,1485,1914,1914,,449,1465,2382,2382,,486,1896,2162,2162,,494,1668,1407,1407,,376,1031,1218,1218,,358,860,2093,2093,,492,1601,2268,2268,,540,1728,2163,2163,,676,1487,2017,2017,,547,1470,1977,1977,,553,1424,2057,2057,,531,1526,23551,23551,,5910,17641
,9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,1666,1666,,477,1189,1708,1708,,441,1267,1732,1732,,438,1294,1705,1705,,408,1297,1246,1246,,273,973,944,944,,178,766,1736,1736,,531,1205,1684,1684,,389,1295,3400,3400,,933,2467,1648,1648,,336,1312,1820,1820,,537,1283,1942,1942,,540,1402,21231,21231,,5481,15750
,9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,1105,1105,,255,850,1316,1316,,313,1003,1292,1292,,332,960,1301,1301,,332,969,881,881,,167,714,731,731,,138,593,1143,1143,,328,815,1863,1863,,304,1559,3401,3401,,826,2575,1526,1526,,302,1224,1380,1380,,277,1103,1330,1330,,356,974,17269,17269,,3930,13339
,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,0,0,,0,0,35,35,,23,12,45,45,,18,27,74,74,,62,12,657,657,,603,54,69,69,,62,7,13,13,,0,13,0,0,,0,0,23,23,,0,23,54,54,,23,31,4,4,,0,4,21,21,,0,21,995,995,,791,204
,9.1,Number of children (12-59 months) provided Albendazole,TOTAL,202,202,,180,22,2681,2681,,2648,33,96,96,,76,20,206,206,,200,6,2739,2739,,21,2718,60,60,,50,10,186,186,,180,6,150,150,,150,0,0,0,,0,0,23,23,,23,0,3514,3514,,2565,949,42,42,,42,0,9899,9899,,6135,3764
,9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,20,20,,0,20,6,6,,0,6,198,198,,0,198,0,0,,0,0,6,6,,0,6,99,99,,0,99,0,0,,0,0,4,4,,0,4,0,0,,0,0,0,0,,0,0,12,12,,12,0,0,0,,0,0,345,345,,12,333
,10.1,Childhood Diseases - Pneumonia,TOTAL,5,5,,0,5,5,5,,4,1,1,1,,0,1,3,3,,2,1,2,2,,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,4,4,,4,0,107,107,,105,2,127,127,,115,12
,10.2,Childhood Diseases - Asthma,TOTAL,15,15,,5,10,8,8,,6,2,6,6,,2,4,14,14,,12,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,2,0,0,0,,0,0,6,6,,6,0,13,13,,13,0,64,64,,46,18
,10.3,Childhood Diseases - Sepsis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.5,Childhood Diseases - Pertussis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,0,0,,0,0,0,0,,0,0,2,2,,0,2,0,0,,0,0,1,1,,0,1,2,2,,0,2,2,2,,0,2,0,0,,0,0,0,0,,0,0,11,11,,0,11,0,0,,0,0,6,6,,0,6,24,24,,0,24
,10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.9,Childhood Diseases - Measles,TOTAL,3,3,,3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3,3,,3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,6,6,,6,0
,10.1,Childhood Diseases - Malaria,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,2,0,2,2,,2,0
,10.11,Childhood Diseases - Diarrhoea,TOTAL,90,90,,56,34,131,131,,116,15,87,87,,60,27,189,189,,142,47,72,72,,61,11,46,46,,46,0,25,25,,25,0,11,11,,9,2,35,35,,32,3,125,125,,123,2,51,51,,51,0,62,62,,54,8,924,924,,775,149
,10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,32,32,,32,0,31,31,,31,0,24,24,,19,5,19,19,,19,0,24,24,,24,0,15,15,,15,0,15,15,,10,5,7,7,,3,4,19,19,,19,0,12,12,,12,0,5,5,,5,0,12,12,,12,0,215,215,,201,14
,10.13,Children admitted with upper respiratory infections,TOTAL,0,0,,0,0,0,0,,0,0,6,6,,1,5,0,0,,0,0,0,0,,0,0,0,0,,0,0,9,9,,4,5,1,1,,1,0,3,3,,3,0,0,0,,0,0,1,1,,1,0,2,2,,2,0,22,22,,12,10
,10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,8,8,,8,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,10,10,,8,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,18,18,,16,2
,11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,8264,8264,,341,7923,7977,7977,,295,7682,6983,6983,,272,6711,8363,8363,,369,7994,6724,6724,,378,6346,3730,3730,,214,3516,6465,6465,,399,6066,6600,6600,,234,6366,5185,5185,,277,4908,4912,4912,,241,4671,5159,5159,,291,4868,6091,6091,,752,5339,76453,76453,,4063,72390
,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,0,0,,0,0,479,479,,0,479,479,479,,0,479,479,479,,0,479,2,2,,0,2,3,3,,0,3,0,0,,0,0,1,1,,0,1,82,82,,0,82,0,0,,0,0,0,0,,0,0,0,0,,0,0,1525,1525,,0,1525
,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,,0,0,1,1,,0,1,1,1,,0,1,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,0,1,0,0,,0,0,1,1,,0,1,0,0,,0,0,5,5,,0,5
,11.1.2.a,RDT conducted for Malaria,TOTAL,286,286,,81,205,300,300,,28,272,149,149,,4,145,319,319,,12,307,454,454,,16,438,436,436,,0,436,506,506,,81,425,384,384,,20,364,626,626,,24,602,487,487,,10,477,774,774,,38,736,701,701,,68,633,5422,5422,,382,5040
,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,0,0,,0,0,0,0,,0,0,51,51,,0,51,50,50,,0,50,50,50,,0,50,1,1,,0,1,50,50,,0,50,50,50,,0,50,32,32,,0,32,0,0,,0,0,0,0,,0,0,51,51,,0,51,335,335,,0,335
,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,8,8,,0,8,0,0,,0,0,0,0,,0,0,0,0,,0,0,8,8,,0,8
,11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,72,72,,0,72,42,42,,0,42,34,34,,0,34,51,51,,0,51,0,0,,0,0,0,0,,0,0,0,0,,0,0,34,34,,0,34,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,233,233,,0,233
,11.2.2,Kala Azar Positive Cases,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,11.3.1,Dengue - RDT Test Positive,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3,3,,3,0,0,0,,0,0,184,184,,0,184,0,0,,0,0,0,0,,0,0,0,0,,0,0,187,187,,3,184
,11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,,,36,,,,,,,,,,,,,,,,36,36,,,36
,11.4.1,Tests Conducted for JE,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.4.2,Tests Positive for JE,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.1.1.a,Girls registered in AFHC,TOTAL,33,33,,0,33,93,93,,73,20,126,126,,93,33,78,78,,14,64,209,209,,93,116,68,68,,5,63,215,215,,128,87,217,217,,110,107,96,96,,24,72,136,136,,68,68,94,94,,44,50,145,145,,50,95,1510,1510,,702,808
,12.1.1.b,Boys registered in AFHC,TOTAL,17,17,,0,17,53,53,,42,11,137,137,,118,19,47,47,,0,47,198,198,,118,80,30,30,,5,25,161,161,,110,51,77,77,,14,63,77,77,,11,66,75,75,,43,32,40,40,,17,23,85,85,,29,56,997,997,,507,490
,12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,27,27,,0,27,56,56,,20,36,51,51,,34,17,59,59,,0,59,83,83,,9,74,40,40,,5,35,70,70,,0,70,82,82,,0,82,51,51,,0,51,67,67,,15,52,55,55,,5,50,86,86,,29,57,727,727,,117,610
,12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,12,12,,0,12,36,36,,6,30,46,46,,37,9,43,43,,0,43,44,44,,7,37,17,17,,0,17,43,43,,0,43,45,45,,0,45,56,56,,0,56,24,24,,4,20,25,25,,2,23,56,56,,15,41,447,447,,71,376
,12.1.3.a,"Out of registered, Girls received counselling",TOTAL,17,17,,0,17,61,61,,34,27,51,51,,34,17,59,59,,0,59,158,158,,63,95,50,50,,5,45,215,215,,128,87,188,188,,96,92,85,85,,24,61,97,97,,29,68,85,85,,44,41,127,127,,50,77,1193,1193,,507,686
,12.1.3.b,"Out of registered, Boys received counselling",TOTAL,6,6,,0,6,33,33,,14,19,46,46,,37,9,43,43,,0,43,78,78,,7,71,25,25,,0,25,161,161,,110,51,60,60,,14,46,77,77,,11,66,47,47,,15,32,34,34,,17,17,73,73,,29,44,683,683,,254,429
,13.1,Number of on-going DOTS patients registered,TOTAL,93,93,,74,19,125,125,,110,15,136,136,,117,19,166,166,,148,18,185,185,,138,47,116,116,,91,25,236,236,,164,72,259,259,,147,112,135,135,,55,80,180,180,,151,29,127,127,,82,45,200,200,,127,73,1958,1958,,1404,554
,13.2,Number of DOTS cases completed successfully,TOTAL,18,18,,16,2,24,24,,22,2,21,21,,19,2,24,24,,22,2,32,32,,24,8,21,21,,21,0,42,42,,38,4,68,68,,32,36,18,18,,8,10,15,15,,11,4,30,30,,18,12,33,33,,19,14,346,346,,250,96
,14.1.1,Outpatient - Diabetes,TOTAL,1177,1177,,314,863,1868,1868,,280,1588,1397,1397,,335,1062,1693,1693,,474,1219,1778,1778,,441,1337,1851,1851,,184,1667,1924,1924,,544,1380,2078,2078,,421,1657,2432,2432,,618,1814,1900,1900,,340,1560,1814,1814,,405,1409,2251,2251,,410,1841,22163,22163,,4766,17397
,14.1.2,Outpatient - Hypertension,TOTAL,1559,1559,,325,1234,1616,1616,,320,1296,1759,1759,,361,1398,2095,2095,,596,1499,2338,2338,,649,1689,2521,2521,,220,2301,2900,2900,,397,2503,3450,3450,,472,2978,3568,3568,,802,2766,2983,2983,,458,2525,2826,2826,,558,2268,3198,3198,,539,2659,30813,30813,,5697,25116
